Ticker,Earnings,Revenue,Percentage change,Market cap,Industry
SIRI,12.5,0.71,14.0,19173896192,Entertainment
DORM,-12.5,0.89,19.69,2627996672,Auto Parts
AMGN,6.67,0.8,4.09,157748903936,Drug Manufacturers - General
WEC,9.89,7.84,-0.91,24461985792,Utilities - Regulated Electric
HAYW,0.0,4.83,20.16,2799453696,Electrical Equipment & Parts
COCO,8.33,2.04,15.76,1145144448,Beverages - Non-Alcoholic
INCY,0.92,5.58,1.75,12922124288,Biotechnology
MBUU,25.56,4.93,1.89,1000291968,Recreational Vehicles
NBIX,-9.89,4.01,6.14,13206027264,Drug Manufacturers - Specialty & Generic
GPN,1.48,0.39,8.74,35576922112,Specialty Business Services
AME,3.8,1.55,12.54,38889631744,Specialty Industrial Machinery
BLD,18.3,1.78,25.24,12440753152,Engineering & Construction
MSCI,3.6,0.55,11.38,46855208960,Financial Data & Stock Exchanges
XYL,11.24,4.53,8.62,30030880768,Specialty Industrial Machinery
GPRE,800.0,9.61,-24.74,1587439488,Chemicals
RNGR,-19.15,3.86,-20.47,241685728,Oil & Gas Equipment & Services
PFE,46.88,3.93,0.85,155671543808,Drug Manufacturers - General
PJT,81.4,27.69,13.72,3717639168,Capital Markets
MPC,4.49,17.95,2.01,62548959232,Oil & Gas Refining & Marketing
GPK,2.78,4.58,4.15,7663565312,Packaging & Containers
STVN,0.0,3.22,-1.59,8954208256,Medical Instruments & Supplies
TECH,-6.82,4.44,8.35,10682759168,Biotechnology
IGT,33.33,3.38,-2.05,5356878848,Gambling
ZBRA,14.47,4.19,8.23,12998600704,Communication Equipment
ETN,5.56,0.23,15.08,110989426688,Specialty Industrial Machinery
JBLU,-44.44,1.09,8.33,1979736576,Airlines
ETRN,75.0,1.51,5.78,4432260096,Oil & Gas Midstream
NPO,0.64,8.4,17.05,3325740288,Specialty Industrial Machinery
CAT,16.21,1.5,8.67,163925426176,Farm & Heavy Construction Machinery
CGNX,6.67,3.65,6.55,6327939584,Scientific & Technical Instruments
ST,1.11,0.23,-4.67,4987147776,Scientific & Technical Instruments
ARES,-3.49,12.41,12.87,41642278912,Asset Management
PRFT,0.0,0.59,14.03,2494514432,Information Technology Services
LDOS,23.78,3.74,11.76,15611056128,Information Technology Services
ALLE,13.45,0.09,1.98,11580062720,Security & Protection Services
GBNXF,-42.86,18.45,-6.35,2475627008,Oil & Gas Midstream
BFIN,0.0,2.11,6.13,129998976,Banks - Regional
BRSP,21.74,7.87,18.36,869599680,REIT - Mortgage
PLOW,-51.92,10.93,-3.74,576898432,Auto Parts
NEXA,-22.86,15.68,7.92,927072064,Other Industrial Metals & Mining
OTTR,33.54,6.44,8.97,4091800064,Utilities - Diversified
TTI,-12.5,7.7,-13.95,512511072,Oil & Gas Equipment & Services
FWRD,-10.0,1.51,-9.2,1313521536,Integrated Freight & Logistics
HTLF,0.9,1.97,5.7,1433036160,Banks - Regional
PDLB,271.43,25.25,17.72,218351056,Banks - Regional
ARI,-2.63,6.53,12.96,1526121600,REIT - Mortgage
RIG,-63.64,2.33,-0.3,4231229952,Oil & Gas Drilling
GABC,7.35,2.18,7.91,960911040,Banks - Regional
SBFG,-2.44,7.87,8.41,104160000,Banks - Regional
FBRT,2.38,2.85,4.87,1018528384,REIT - Mortgage
OGS,7.14,14.56,-3.99,3374375936,Utilities - Regulated Gas
RWT,-43.75,26.95,1.18,867899968,REIT - Mortgage
LEG,-7.69,5.47,-0.09,3105562112,"Furnishings, Fixtures & Appliances"
QGEN,2.04,0.94,12.89,9847282688,Diagnostics & Research
CVI,0.53,5.03,8.89,3544722944,Oil & Gas Refining & Marketing
DENN,13.33,2.4,12.56,550495616,Restaurants
LOCL,7.08,17.44,193.89,20100328,Farm Products
INST,25.0,1.69,5.39,3578331904,Software - Application
MATX,1.19,1.22,7.2,4177515520,Marine Shipping
PCH,-36.36,0.23,10.9,3552377344,REIT - Specialty
LUNG,13.33,10.67,32.49,545890432,Medical Devices
VRNS,166.67,2.74,25.85,5671225856,Software - Infrastructure
CWK,5.0,2.29,25.18,2345250816,Real Estate Services
KMPR,10.2,2.86,2.41,3812465664,Insurance - Property & Casualty
MPWR,0.33,0.16,37.36,36131946496,Semiconductors
KFRC,20.0,2.85,16.74,1361987840,Staffing & Employment Services
HLIT,-100.0,4.09,10.03,1539975936,Communication Equipment
WOLF,22.06,2.37,23.19,3650745088,Semiconductors
PRTS,0.0,3.4,-8.05,144321488,Internet Retail
FMC,-2.22,0.01,-8.31,6492451328,Agricultural Inputs
CSWC,7.81,2.05,7.31,1029616832,Asset Management
CACC,-17.6,1.46,4.82,6961564160,Credit Services
THC,20.0,1.0,26.54,9040147456,Medical Care Facilities
AGNC,14.04,117.09,25.32,6554191872,REIT - Mortgage
ANET,15.82,2.06,23.77,87870201856,Computer Hardware
MFIN,17.07,7.69,44.67,235038720,Credit Services
CHGG,5.88,3.83,18.16,897653504,Education & Training Services
ADUS,9.52,1.71,8.3,1528073344,Medical Care Facilities
PETS,-100.0,7.95,-20.38,126459064,Pharmaceutical Retailers
TREX,16.33,4.26,24.58,9896261632,Building Products & Equipment
ZI,8.33,0.98,-8.46,11333550080,Software - Application
AXNX,260.0,2.41,13.07,3449773824,Medical Devices
VFC,-3.08,1.31,-3.49,5968331264,Apparel Manufacturing
LSCC,1.92,0.08,-14.34,9626072064,Semiconductors
TRNS,10.81,1.2,9.59,994336640,Industrial Distribution
RRBI,-9.68,4.45,10.92,370467296,Banks - Regional
WDC,6.38,3.1,8.0,18520764416,Computer Hardware
DQ,-105.29,27.88,8.03,1304020736,Semiconductor Equipment & Materials
SOFI,57.14,2.81,-9.74,7933758464,Credit Services
DCPH,3.33,9.21,7.27,1270985472,Drug Manufacturers - Specialty & Generic
MCD,6.33,1.79,8.63,210814910464,Restaurants
BGC,5.56,2.07,14.59,3775079936,Capital Markets
CHKP,2.48,0.76,10.26,19223283712,Software - Infrastructure
RVTY,-0.84,3.1,11.21,12804710400,Diagnostics & Research
BIOVF,-44.44,7.69,5.25,9169929216,Drug Manufacturers - Specialty & Generic
TBNK,-23.08,3.6,-1.37,82175744,Banks - Regional
NECB,17.65,6.78,18.31,225045360,Banks - Regional
MRBK,-10.26,4.78,39.61,110488080,Banks - Regional
CCB,-13.79,13.1,-1.97,519133792,Banks - Regional
TMP,-6.33,86.99,10.34,712480000,Banks - Regional
CWBC,4.17,0.0,10.61,123806248,Banks - Regional
ACNB,1.92,1.43,17.6,315434336,Banks - Regional
CIVB,10.0,0.68,-0.03,255839408,Banks - Regional
SMP,12.12,1.11,16.92,886990016,Auto Parts
GNTX,7.14,2.99,6.77,8238495744,Auto Parts
IMO,13.81,22.62,-8.46,31544633344,Oil & Gas Integrated
LECO,5.73,1.13,10.44,13248593920,Tools & Accessories
ABBV,3.15,1.65,-0.22,308598571008,Drug Manufacturers - General
SAIA,2.23,3.15,12.26,15006599168,Trucking
WT,0.0,0.67,3.1,1062833152,Asset Management
STEL,3.57,3.23,9.89,1303497856,Banks - Regional
OIS,125.0,2.48,-12.22,382057216,Oil & Gas Equipment & Services
BCPC,-1.1,3.57,5.73,4679473152,Specialty Chemicals
AN,2.21,2.95,-1.19,6470344192,Auto & Truck Dealerships
AER,15.16,3.29,12.02,15636742144,Rental & Leasing Services
CHTR,6.73,0.44,8.65,42282254336,Telecom Services
DAN,200.0,1.58,1.16,1965883520,Auto Parts
NWL,69.57,3.7,13.79,3499986944,Household & Personal Products
CBRE,10.77,3.1,18.97,26379835392,Real Estate Services
BAH,-1.53,2.63,8.86,19032440832,Consulting Services
CL,7.5,2.06,5.42,69377376256,Household & Personal Products
GTLS,-20.5,12.8,-4.12,5225833472,Specialty Industrial Machinery
NVT,15.07,2.42,15.31,10666438656,Electrical Equipment & Parts
CVEO,190.48,10.1,12.55,332373600,Specialty Business Services
B,-62.75,1.07,-2.6,1778182272,Specialty Industrial Machinery
PNM,18.46,44.32,-3.28,3182756352,Utilities - Regulated Electric
LYB,24.24,3.22,4.81,30944133120,Specialty Chemicals
XOM,-3.81,1.65,-3.61,412864577536,Oil & Gas Integrated
AVTR,0.0,1.22,-2.29,15759799296,Specialty Chemicals
CRI,23.49,0.61,7.49,2990542080,Apparel Retail
CVX,-17.12,0.15,-3.24,285165027328,Oil & Gas Integrated
ARCB,49.03,1.01,24.86,3388738816,Trucking
XEL,-3.15,8.82,2.42,32099135488,Utilities - Regulated Electric
SWK,25.0,1.63,9.29,13686087680,Tools & Accessories
FTS,10.53,2.02,3.11,19162406912,Utilities - Regulated Electric
AON,4.04,2.62,6.68,62074417152,Insurance Brokers
POR,2.22,4.11,-0.84,4056083712,Utilities - Regulated Electric
SOI,-5.0,9.81,-10.19,332341888,Oil & Gas Equipment & Services
HTBK,0.0,0.47,8.99,508129920,Banks - Regional
CSTR,19.44,8.34,8.54,369502080,Banks - Regional
LODE,450.0,34.4,25.64,54516560,Real Estate Services
AVGR,-2.46,24.29,-20.63,3576252,Medical Instruments & Supplies
HUBG,-18.49,0.68,1.36,2817084928,Integrated Freight & Logistics
DRQ,-287.5,11.45,-8.87,696651520,Oil & Gas Equipment & Services
NOV,-17.14,2.56,-1.4,6803116032,Oil & Gas Equipment & Services
CALB,1.59,1.91,12.09,196365488,Banks - Regional
PFS,15.15,0.17,10.05,1182157184,Banks - Regional
USCB,-5.0,3.3,12.63,222572288,Banks - Regional
MSBI,1.3,1.43,14.48,533828192,Banks - Regional
FLIC,30.43,2.94,10.94,255728976,Banks - Regional
FRST,77.78,5.39,29.22,310146592,Banks - Regional
MVBF,-46.3,1.29,0.71,274092384,Banks - Regional
CUBI,61.87,19.34,39.86,1620464000,Banks - Regional
MTX,13.74,1.0,20.76,2311593216,Specialty Chemicals
SAM,9.65,1.47,-8.37,4288951040,Beverages - Brewers
NRIM,18.4,1.63,24.83,265914176,Banks - Regional
MOFG,0.0,4.23,9.03,376349312,Banks - Regional
WY,0.0,4.42,11.66,24286179328,REIT - Specialty
LHX,4.25,2.0,7.59,39773073408,Aerospace & Defense
ERIE,21.84,3.48,-1.72,18294878208,Insurance Brokers
TARO,111.11,8.03,8.86,1591331968,Drug Manufacturers - Specialty & Generic
FHI,4.88,0.45,3.95,3051376384,Asset Management
X,21.74,1.02,7.02,10372153344,Steel
PFG,4.24,2.91,8.03,18643818496,Asset Management
HLI,11.0,4.47,8.73,8666704896,Capital Markets
EHC,11.69,0.99,6.7,7362721280,Medical Care Facilities
BY,26.23,1.45,9.58,910293248,Banks - Regional
LPLA,4.18,0.22,5.42,18524493824,Capital Markets
CVRX,24.56,6.93,47.8,508826112,Medical Devices
SBCF,2.78,1.46,17.01,2097763840,Banks - Regional
FE,3.53,4.03,6.04,21409038336,Utilities - Regulated Electric
FSRL,10.53,3.98,3.76,39778980,Banks - Regional
FINW,48.0,14.25,31.12,135930368,Banks - Regional
CC,-16.88,3.63,11.89,4466499584,Specialty Chemicals
WKC,0.0,2.1,6.89,1416548352,Oil & Gas Refining & Marketing
ULH,-12.0,1.12,8.17,825323840,Trucking
EBC,10.34,10.42,4.67,2455864064,Banks - Regional
JNPR,9.09,0.42,8.42,11920216064,Communication Equipment
EMN,1.38,0.28,17.23,9734728704,Specialty Chemicals
FISI,2.33,1.51,14.59,292578912,Banks - Regional
PFSI,12.74,0.38,24.51,4576826368,Mortgage Finance
FBIZ,-1.68,0.48,15.74,291931936,Banks - Regional
EVBN,-8.33,3.83,5.28,159548336,Banks - Regional
MBIN,27.27,13.25,26.53,1750905088,Banks - Regional
TEX,4.79,3.24,5.33,4330753536,Farm & Heavy Construction Machinery
OLN,22.39,4.94,5.36,6163855872,Specialty Chemicals
MHK,2.64,1.2,6.17,7005679104,"Furnishings, Fixtures & Appliances"
BRFH,-100.0,3.23,-24.86,18102240,Beverages - Non-Alcoholic
APPF,47.5,5.74,10.93,8490941440,Software - Application
AJG,3.09,1.75,8.52,51753283584,Insurance Brokers
UVE,42.86,11.65,15.19,472809984,Insurance - Property & Casualty
PMT,82.14,94.33,30.13,1194544896,REIT - Mortgage
ENPH,0.0,1.99,5.91,16723401728,Solar
MMSI,15.38,2.93,11.71,4618885120,Medical Instruments & Supplies
VRSN,5.17,0.67,3.98,20532330496,Software - Infrastructure
KNSL,12.97,1.92,-14.81,9711781888,Insurance - Property & Casualty
SPSC,13.64,1.09,11.22,7742827008,Software - Infrastructure
ROG,7.83,2.49,12.98,2220203776,Electronic Components
SSNC,0.86,0.43,13.0,15091050496,Software - Application
RSG,9.22,1.08,8.78,54948098048,Waste Management
CMG,8.6,0.14,20.27,72346722304,Restaurants
FORR,29.41,0.01,-4.45,444155328,Consulting Services
CINF,55.14,1.17,3.44,17095730176,Insurance - Property & Casualty
BIO,-18.82,8.47,6.93,9478634496,Medical Devices
EXPO,-2.04,1.21,-5.92,3977882880,Engineering & Construction
ATGE,13.41,1.77,26.25,1975863936,Education & Training Services
INTC,95.24,4.91,33.21,183114678272,Semiconductors
SKX,19.23,0.67,15.39,8926278656,Footwear & Accessories
TBBK,-1.08,2.82,19.85,2335062016,Banks - Regional
COLM,1.19,1.41,7.42,4843649536,Apparel Manufacturing
CSL,2.41,1.04,15.25,16849810432,Building Products & Equipment
PTCT,-107.06,13.18,-7.84,1925063808,Biotechnology
RMD,0.61,0.51,9.48,27157041152,Medical Instruments & Supplies
TXRH,-9.52,0.25,15.63,9049786368,Restaurants
AX,4.44,1.72,6.91,2918329344,Banks - Regional
COF,36.09,2.01,20.11,51498553344,Credit Services
EKSO,22.58,1.75,86.52,37412548,Medical Instruments & Supplies
F,-2.5,6.74,-12.51,50981715968,Auto Manufacturers
ABCB,2.65,1.35,20.38,3316629760,Banks - Regional
DECK,54.65,14.02,28.64,21695275008,Footwear & Accessories
COUR,71.43,4.56,14.0,2726032896,Education & Training Services
DXCM,47.06,4.02,31.62,48979730432,Medical Devices
EVTC,21.21,10.03,4.21,2714722304,Software - Infrastructure
MGRC,32.0,13.48,2.4,3183281152,Rental & Leasing Services
RVSB,0.0,1.79,1.21,103550640,Banks - Regional
NRDS,85.71,5.87,69.72,1181463168,Internet Content & Information
STRT,520.0,7.37,1.83,109964016,Auto Parts
SABK,3.57,1.23,-1.27,92791368,Banks - Regional
SKYW,37.5,0.46,22.06,2443106048,Airlines
SSB,-0.61,0.35,14.17,6264212992,Banks - Regional
BFST,14.52,3.2,10.91,552922752,Banks - Regional
AMZN,46.55,1.1,21.62,1812081803264,Internet Retail
ZYXI,0.0,0.84,27.71,421038016,Medical Distribution
CFR,11.21,3.45,16.25,6641830912,Banks - Regional
FFNW,6.67,2.08,7.82,189556880,Banks - Regional
OSIS,7.06,0.46,4.47,2337034240,Electronic Components
HTLD,-300.0,2.04,-9.0,1044895616,Trucking
LADR,3.33,15.86,15.89,1354151040,REIT - Mortgage
STX,-10.0,2.1,10.14,18732380160,Computer Hardware
FRME,-2.08,1.45,17.2,2009723008,Banks - Regional
CARE,0.0,1.59,19.44,322536032,Banks - Regional
PATK,5.23,1.18,19.45,2438314496,"Furnishings, Fixtures & Appliances"
BSVN,-17.48,2.61,20.84,253396624,Banks - Regional
TOWN,17.65,0.56,18.19,2073052160,Banks - Regional
BPOP,0.53,0.09,16.27,6100587008,Banks - Regional
GWW,6.55,0.52,14.87,47599693824,Industrial Distribution
CRS,17.33,7.13,11.1,3130769664,Metal Fabrication
TRS,1.79,4.77,5.29,1035360000,Packaging & Containers
BTU,-31.03,3.94,3.72,3405974528,Thermal Coal
MA,5.61,0.08,10.6,428169560064,Credit Services
ITGR,20.95,8.71,21.61,3523288320,Medical Devices
FSV,-3.1,5.47,14.8,7420383744,Real Estate Services
VMC,2.23,0.39,6.6,31889520640,Building Materials
SHYF,137.5,10.8,-7.04,381645472,Farm & Heavy Construction Machinery
INSM,-3.77,0.27,-6.9,4085826048,Biotechnology
EME,33.21,1.92,4.6,11532934144,Engineering & Construction
FCN,27.17,5.39,13.77,6927942656,Consulting Services
HTZ,0.0,0.41,-12.75,2575702016,Rental & Leasing Services
OSK,38.81,1.96,6.98,7400225280,Farm & Heavy Construction Machinery
HEES,11.45,8.12,16.0,2005108992,Rental & Leasing Services
CNOB,-1.92,2.4,33.13,792737472,Banks - Regional
KEX,2.94,3.75,-0.77,5024681984,Marine Shipping
XPRO,-120.0,6.47,-12.72,1952253952,Oil & Gas Equipment & Services
NVCR,11.54,0.83,-17.68,1636041984,Medical Devices
NEM,-14.29,22.08,1.37,38423977984,Gold
NYCB,2.86,11.82,-8.66,3538123264,Banks - Regional
FNWB,3.7,4.01,15.06,132355592,Banks - Regional
ASPS,-29.41,10.99,0.0,74192664,Real Estate Services
ALIM,85.37,4.25,15.13,205486144,Drug Manufacturers - Specialty & Generic
ORI,14.29,3.16,7.24,7814134784,Insurance - Diversified
FXNC,0.0,1.75,-0.04,122631496,Banks - Regional
MAS,9.89,0.09,14.67,16113175552,Building Products & Equipment
VLY,0.0,0.01,11.61,4279995648,Banks - Regional
ULCC,12.5,0.84,0.0,1673454464,Airlines
FFWM,66.67,1.87,9.35,468681088,Banks - Regional
KDP,2.13,0.78,4.99,43558289408,Beverages - Non-Alcoholic
VC,26.34,3.33,-12.59,3337622272,Auto Parts
BMY,13.64,0.28,-8.41,101351391232,Drug Manufacturers - General
BPMC,7.95,14.09,38.22,4652843520,Biotechnology
LH,0.3,2.14,6.44,18915719168,Diagnostics & Research
AOS,13.92,3.38,14.75,11934819328,Specialty Industrial Machinery
CMCSA,14.89,1.59,6.07,166698582016,Telecom Services
IP,8.47,4.89,1.57,12200558592,Packaging & Containers
TW,0.0,0.31,17.5,23713421312,Capital Markets
AMBP,0.0,2.64,28.08,2187217664,Packaging & Containers
FMBH,22.22,8.96,17.78,746979584,Banks - Regional
HOG,-0.72,4.22,5.56,5132099072,Recreational Vehicles
MO,-0.78,3.7,-2.25,70732382208,Tobacco
ARCH,19.94,22.47,4.97,3141411840,Coking Coal
RITM,70.59,18.18,12.35,4933737472,REIT - Mortgage
RS,-0.4,0.79,11.78,17218945024,Steel
LAZ,-47.37,10.3,-0.38,3413551616,Capital Markets
LUV,0.0,0.69,5.15,19385647104,Airlines
FTI,5.0,3.58,4.13,8382611456,Oil & Gas Equipment & Services
HZO,0.0,13.94,-1.08,733879808,Specialty Retail
TSCO,2.64,1.45,5.99,25415438336,Specialty Retail
LII,13.53,6.75,16.36,16265645056,Building Products & Equipment
NOC,6.37,1.13,-3.09,68254380032,Aerospace & Defense
HSY,5.26,2.24,0.93,41372073984,Confectioners
BFH,54.46,4.03,-3.73,1749262976,Credit Services
SAH,12.22,2.0,10.0,1870540672,Auto & Truck Dealerships
RCL,12.24,2.4,25.12,31019624448,Travel Services
FAF,11.93,5.98,14.92,6089742848,Insurance - Specialty
VLO,1.77,1.42,0.3,48705204224,Oil & Gas Refining & Marketing
AIT,15.46,0.37,6.01,7267159040,Industrial Distribution
TXT,17.32,3.07,4.17,17168109568,Aerospace & Defense
EXP,2.39,1.58,18.31,8384498688,Building Materials
CARR,14.1,2.03,7.85,50317369344,Building Products & Equipment
CMS,-3.17,19.85,5.74,16568331264,Utilities - Regulated Electric
WEX,7.43,1.55,-6.38,9066291200,Software - Infrastructure
CBZ,13.79,3.93,11.97,3291191040,Specialty Business Services
LEA,12.99,4.97,-1.13,7685331456,Auto Parts
MBLY,29.41,0.15,20.56,22338359296,Auto Parts
BSX,4.17,1.77,9.22,95956189184,Medical Devices
FCNCA,15.66,11.46,5.91,21281163264,Banks - Regional
MRK,9.79,3.8,-1.38,320832077824,Drug Manufacturers - General
HAS,0.0,8.16,-0.47,7031200768,Leisure
CNP,8.11,2.65,0.62,17377597440,Utilities - Regulated Electric
AMAL,7.04,0.65,32.15,734845184,Banks - Regional
LKQ,-9.47,2.28,0.65,12828647424,Auto Parts
WTW,8.21,4.22,11.12,27875979264,Insurance Brokers
PDS,-27.52,1.35,-0.35,917667456,Oil & Gas Drilling
UPS,2.61,2.22,7.03,126016880640,Integrated Freight & Logistics
HON,2.25,0.04,8.32,128448462848,Conglomerates
BG,26.16,3.66,4.99,12863799296,Farm Products
FCFS,11.43,2.51,9.17,5339422208,Credit Services
MDC,18.64,0.99,18.44,4658864128,Residential Construction
WST,16.13,0.07,7.13,30402373632,Medical Instruments & Supplies
TPH,40.74,11.15,16.57,3412354048,Residential Construction
THRM,-5.88,4.49,-2.98,1621121152,Auto Parts
SAVE,6.8,0.61,-18.16,783822208,Airlines
SBSI,-22.08,1.09,8.96,916847168,Banks - Regional
NFBK,-5.0,1.26,14.71,489328640,Banks - Regional
ARR,-6.09,20.22,19.66,923563328,REIT - Mortgage
OBT,24.81,6.29,6.14,259395136,Banks - Regional
ESSA,11.9,5.35,14.12,181657792,Banks - Regional
OII,40.74,0.5,-15.96,2077956608,Oil & Gas Equipment & Services
FBMS,-5.0,4.89,4.34,760817152,Banks - Regional
MEOH,125.0,5.62,10.64,3099825152,Chemicals
CLS,6.56,2.42,2.56,4602124800,Electronic Components
TCBX,-34.69,0.09,7.21,266516080,Banks - Regional
ALRS,32.35,3.83,9.4,443819904,Banks - Regional
UVSP,16.0,0.36,13.31,595841216,Banks - Regional
EIG,6.25,5.9,-2.17,1071524352,Insurance - Specialty
PI,100.0,0.42,61.95,2977231360,Communication Equipment
TCBK,3.37,1.62,19.05,1155068416,Banks - Regional
FRBA,82.61,4.33,12.26,341813280,Banks - Regional
ESI,5.88,4.03,11.96,5550037504,Specialty Chemicals
ATR,8.59,0.35,4.48,9140969472,Medical Instruments & Supplies
CHE,8.13,0.79,14.84,8890601472,Medical Care Facilities
WSBC,-4.84,0.34,14.87,1696383744,Banks - Regional
NLY,1.54,113.74,14.53,9461513216,REIT - Mortgage
AGR,-35.71,0.6,4.22,11750103040,Utilities - Regulated Electric
TROX,-260.0,7.06,20.67,2133966336,Chemicals
FIBK,7.69,2.92,18.08,2654678784,Banks - Regional
AEM,2.33,4.56,0.47,23382446080,Gold
ATNI,-14.29,0.32,-8.24,530036928,Telecom Services
FSBW,0.89,1.75,8.79,265363856,Banks - Regional
PCB,0.0,1.02,5.3,228309008,Banks - Regional
INBK,0.0,2.84,18.91,279475072,Banks - Regional
CASH,4.62,2.44,16.29,1313540864,Banks - Regional
LOB,79.59,10.2,21.87,1725366400,Banks - Regional
LXFR,0.0,0.41,-4.44,209862016,Specialty Industrial Machinery
EGBN,22.97,4.18,33.18,702353792,Banks - Regional
TNET,34.51,10.38,-0.62,5688749568,Staffing & Employment Services
ICLR,0.61,0.29,16.07,22926424064,Diagnostics & Research
KALU,15.0,1.83,-6.25,1038540864,Aluminum
TER,11.11,2.83,0.99,15641051136,Semiconductor Equipment & Materials
ALSN,2.33,3.68,-6.27,5521206272,Auto Parts
ROL,16.67,1.53,18.38,21166977024,Personal Services
FTAI,-13.16,5.2,24.19,5401825792,Rental & Leasing Services
CVBF,5.0,2.86,18.27,2393946880,Banks - Regional
SLM,-66.67,4.63,8.22,4317880320,Credit Services
ASGN,7.69,0.61,16.69,4510900736,Information Technology Services
BKR,7.69,1.93,-0.84,29288992768,Oil & Gas Equipment & Services
NTGR,483.33,7.58,16.81,390527328,Communication Equipment
LC,25.0,0.59,5.38,952846912,Credit Services
FLS,21.95,7.31,4.29,5445173248,Specialty Industrial Machinery
CP,1.47,0.07,2.96,79612657664,Railroads
PLXS,14.29,0.38,19.41,2693245184,Electronic Components
UHS,8.97,0.93,9.8,11053061120,Medical Care Facilities
VMI,9.0,4.54,-7.82,4979274752,Conglomerates
MPB,-14.93,2.9,12.61,345064416,Banks - Regional
WH,4.8,1.81,5.07,6628656128,Lodging
CACI,-3.54,9.63,-0.24,8041355264,Information Technology Services
CYH,-106.25,1.66,9.34,532155872,Medical Care Facilities
WU,13.16,6.26,-9.29,4370735104,Credit Services
FLEX,17.24,0.61,10.23,11223994368,Electronic Components
EG,38.9,4.94,2.43,15384492032,Insurance - Reinsurance
CMPR,150.0,1.72,15.9,2345086208,Advertising Agencies
IEX,12.17,0.45,3.52,17257740288,Specialty Industrial Machinery
GGG,4.11,3.37,14.82,14880350208,Specialty Industrial Machinery
RJF,-6.58,1.97,10.68,24013135872,Capital Markets
QCRH,11.03,6.16,8.9,964592192,Banks - Regional
ORLY,3.47,3.29,13.4,60598054912,Specialty Retail
ORN,300.0,11.82,-14.08,197870800,Engineering & Construction
LSTR,0.59,0.56,4.89,6890822656,Integrated Freight & Logistics
GL,2.26,0.07,7.69,11853309952,Insurance - Life
EQT,350.0,4.48,-6.1,14293776384,Oil & Gas E&P
URI,3.62,2.33,15.03,43698057216,Rental & Leasing Services
MOH,3.7,2.94,7.3,22659461120,Healthcare Plans
BELFB,30.25,0.43,35.73,897720384,Electronic Components
FBNC,8.96,0.21,17.25,1458993920,Banks - Regional
AMSF,-4.69,0.24,-2.48,955056832,Insurance - Specialty
EW,0.0,0.07,-4.51,52037681152,Medical Devices
BRKL,-3.7,2.14,11.54,902712000,Banks - Regional
IBM,3.77,0.13,13.2,170150592512,Information Technology Services
CCS,62.26,10.92,20.84,2797435904,Residential Construction
CNMD,8.43,1.12,16.47,2672981248,Medical Devices
MXL,-33.33,3.27,-8.9,1559876864,Semiconductors
MAT,24.14,4.97,-9.59,6672570880,Leisure
NOVA,-55.88,0.6,27.48,1429818880,Solar
RBBN,-28.57,7.33,6.12,539233344,Telecom Services
FBIN,11.22,1.18,17.24,10103992320,Building Products & Equipment
WHR,24.43,1.48,-12.77,6060453376,"Furnishings, Fixtures & Appliances"
HBNC,5.71,2.08,14.97,552209664,Banks - Regional
OBK,10.94,5.01,21.05,937329536,Banks - Regional
ENSG,1.69,0.2,12.33,6737551872,Medical Care Facilities
NOW,14.51,0.76,21.67,166652706816,Software - Application
KLAC,6.49,1.53,19.01,87875051520,Semiconductor Equipment & Materials
ETD,-12.5,2.56,-0.73,779767744,"Furnishings, Fixtures & Appliances"
META,21.27,2.07,8.7,1193404268544,Internet Content & Information
ALGN,-5.31,3.46,-18.14,22698713088,Medical Devices
WCN,2.63,0.22,-0.86,40375238656,Waste Management
GSHD,48.39,2.22,1.51,3067444736,Insurance - Diversified
HSII,7.35,2.94,18.8,604672064,Staffing & Employment Services
SEIC,0.0,1.12,6.46,8743014400,Asset Management
CFFN,33.33,2.75,23.55,817108672,Banks - Regional
HTBI,11.39,1.48,14.62,462149120,Banks - Regional
NSC,-3.28,0.97,15.36,57561509888,Railroads
LKFN,6.52,0.73,16.64,1679945344,Banks - Regional
FMNB,2.56,1.58,15.95,524291936,Banks - Regional
R,5.92,3.18,13.01,5191015936,Rental & Leasing Services
UBSI,7.58,2.22,27.79,4758301184,Banks - Regional
FTV,-1.16,1.4,2.99,29002889216,Scientific & Technical Instruments
IMAX,66.67,6.93,-16.29,767775872,Entertainment
MNRO,5.13,3.55,10.66,981087936,Auto Parts
SYBT,1.1,0.76,20.19,1373730944,Banks - Regional
MHO,12.88,1.95,31.8,3407545344,Residential Construction
HES,32.26,9.88,-6.99,44928077824,Oil & Gas E&P
BA,-1.56,0.82,17.35,127652577280,Aerospace & Defense
ROP,2.61,1.61,8.74,58779873280,Software - Application
SLGN,1.75,7.88,2.34,4775370240,Packaging & Containers
OPCH,6.9,0.07,-6.44,5797497856,Medical Care Facilities
ODFL,6.92,1.56,3.68,47500595200,Trucking
ADP,2.46,0.2,0.68,103141384192,Staffing & Employment Services
HCSG,0.0,2.75,2.58,697134528,Medical Care Facilities
TDY,6.32,1.67,2.43,20479576064,Scientific & Technical Instruments
GD,5.92,6.39,3.07,74012958720,Aerospace & Defense
CME,1.81,0.01,3.79,73830350848,Financial Data & Stock Exchanges
TMUS,4.0,0.49,3.76,192498450432,Telecom Services
PRG,45.16,2.36,-15.55,1479860864,Rental & Leasing Services
LTH,0.0,0.16,5.64,2684914688,Leisure
MCO,3.4,0.64,14.04,74148954112,Financial Data & Stock Exchanges
