Ticker,Earnings,Revenue,Percentage change,Market cap,Industry
CMS,-3.17,19.85,3.28,16568331264,Utilities - Regulated Electric
WEX,7.43,1.55,-10.25,9066291200,Software - Infrastructure
CBZ,13.79,3.93,0.67,3291191040,Specialty Business Services
LEA,12.99,4.97,2.65,7685331456,Auto Parts
MBLY,29.41,0.15,4.45,22338359296,Auto Parts
BSX,4.17,1.77,-2.12,95956189184,Medical Devices
FCNCA,15.66,11.46,8.31,21281163264,Banks - Regional
MRK,9.79,3.8,2.13,320832077824,Drug Manufacturers - General
HAS,0.0,8.16,-11.43,7031200768,Leisure
CNP,8.11,2.65,1.25,17377597440,Utilities - Regulated Electric
AMAL,7.04,0.65,2.6,734845184,Banks - Regional
LKQ,-9.47,2.28,-6.24,12828647424,Auto Parts
WTW,8.21,4.22,9.9,27875979264,Insurance Brokers
PDS,-27.52,1.35,-3.29,917667456,Oil & Gas Drilling
UPS,2.61,2.22,-7.08,126016880640,Integrated Freight & Logistics
HON,2.25,0.04,-2.97,128448462848,Conglomerates
BG,26.16,3.66,5.33,12863799296,Farm Products
FCFS,11.43,2.51,8.92,5339422208,Credit Services
MDC,18.64,0.99,-1.73,4658864128,Residential Construction
WST,16.13,0.07,-9.62,30402373632,Medical Instruments & Supplies
TPH,40.74,11.15,0.24,3412354048,Residential Construction
THRM,-5.88,4.49,-13.48,1621121152,Auto Parts
SAVE,6.8,0.61,-3.38,783822208,Airlines
SBSI,-22.08,1.09,1.76,916847168,Banks - Regional
NFBK,-5.0,1.26,-0.57,489328640,Banks - Regional
ARR,-6.09,20.22,-3.85,923563328,REIT - Mortgage
OBT,24.81,6.29,6.83,259395136,Banks - Regional
ESSA,11.9,5.35,0.34,181657792,Banks - Regional
OII,40.74,0.5,-3.01,2077956608,Oil & Gas Equipment & Services
FBMS,-5.0,4.89,-1.97,760817152,Banks - Regional
MEOH,125.0,5.62,-1.06,3099825152,Chemicals
CLS,6.56,2.42,-2.24,4602124800,Electronic Components
TCBX,-34.69,0.09,-2.16,266516080,Banks - Regional
ALRS,32.35,3.83,-2.84,443819904,Banks - Regional
UVSP,16.0,0.36,-0.41,595841216,Banks - Regional
EIG,6.25,5.9,1.44,1071524352,Insurance - Specialty
PI,100.0,0.42,-5.12,2977231360,Communication Equipment
TCBK,3.37,1.62,-2.2,1155068416,Banks - Regional
FRBA,82.61,4.33,-2.26,341813280,Banks - Regional
ESI,5.88,4.03,-3.82,5550037504,Specialty Chemicals
ATR,8.59,0.35,0.53,9140969472,Medical Instruments & Supplies
CHE,8.13,0.79,-0.49,8890601472,Medical Care Facilities
WSBC,-4.84,0.34,-0.93,1696383744,Banks - Regional
NLY,1.54,113.74,-4.01,9461513216,REIT - Mortgage
AGR,-35.71,0.6,-0.07,11750103040,Utilities - Regulated Electric
TROX,-260.0,7.06,-3.34,2133966336,Chemicals
FIBK,7.69,2.92,-3.08,2654678784,Banks - Regional
AEM,2.33,4.56,-0.16,23382446080,Gold
ATNI,-14.29,0.32,-0.65,530036928,Telecom Services
FSBW,0.89,1.75,0.27,265363856,Banks - Regional
PCB,0.0,1.02,0.4,228309008,Banks - Regional
INBK,0.0,2.84,-9.39,279475072,Banks - Regional
CASH,4.62,2.44,-2.92,1313540864,Banks - Regional
LOB,79.59,10.2,-1.85,1725366400,Banks - Regional
LXFR,0.0,0.41,-1.82,209862016,Specialty Industrial Machinery
EGBN,22.97,4.18,-3.86,702353792,Banks - Regional
TNET,34.51,10.38,-3.61,5688749568,Staffing & Employment Services
ICLR,0.61,0.29,0.34,22926424064,Diagnostics & Research
KALU,15.0,1.83,0.02,1038540864,Aluminum
TER,11.11,2.83,-3.7,15641051136,Semiconductor Equipment & Materials
ALSN,2.33,3.68,-0.12,5521206272,Auto Parts
ROL,16.67,1.53,3.16,21166977024,Personal Services
FTAI,-13.16,5.2,0.57,5401825792,Rental & Leasing Services
CVBF,5.0,2.86,-4.22,2393946880,Banks - Regional
SLM,-66.67,4.63,-0.69,4317880320,Credit Services
ASGN,7.69,0.61,-0.25,4510900736,Information Technology Services
BKR,7.69,1.93,-2.19,29288992768,Oil & Gas Equipment & Services
NTGR,483.33,7.58,-3.25,390527328,Communication Equipment
LC,25.0,0.59,-3.36,952846912,Credit Services
FLS,21.95,7.31,-3.99,5445173248,Specialty Industrial Machinery
CP,1.47,0.07,-1.32,79612657664,Railroads
PLXS,14.29,0.38,-2.78,2693245184,Electronic Components
UHS,8.97,0.93,0.34,11053061120,Medical Care Facilities
VMI,9.0,4.54,-1.29,4979274752,Conglomerates
MPB,-14.93,2.9,-2.06,345064416,Banks - Regional
WH,4.8,1.81,-0.77,6628656128,Lodging
CACI,-3.54,9.63,-1.04,8041355264,Information Technology Services
CYH,-106.25,1.66,-2.42,532155872,Medical Care Facilities
WU,13.16,6.26,-2.85,4370735104,Credit Services
FLEX,17.24,0.61,-2.93,11223994368,Electronic Components
EG,38.9,4.94,2.25,15384492032,Insurance - Reinsurance
CMPR,150.0,1.72,-0.3,2345086208,Advertising Agencies
IEX,12.17,0.45,-3.91,17257740288,Specialty Industrial Machinery
GGG,4.11,3.37,-1.2,14880350208,Specialty Industrial Machinery
RJF,-6.58,1.97,-3.3,24013135872,Capital Markets
QCRH,11.03,6.16,-0.61,964592192,Banks - Regional
ORLY,3.47,3.29,-0.53,60598054912,Specialty Retail
ORN,300.0,11.82,-7.26,197870800,Engineering & Construction
LSTR,0.59,0.56,-1.43,6890822656,Integrated Freight & Logistics
GL,2.26,0.07,0.16,11853309952,Insurance - Life
EQT,350.0,4.48,-1.25,14293776384,Oil & Gas E&P
URI,3.62,2.33,-3.08,43698057216,Rental & Leasing Services
MOH,3.7,2.94,-2.9,22659461120,Healthcare Plans
BELFB,30.25,0.43,-4.23,897720384,Electronic Components
FBNC,8.96,0.21,-1.25,1458993920,Banks - Regional
AMSF,-4.69,0.24,0.33,955056832,Insurance - Specialty
EW,0.0,0.07,-0.8,52037681152,Medical Devices
BRKL,-3.7,2.14,-1.96,902712000,Banks - Regional
IBM,3.77,0.13,0.25,170150592512,Information Technology Services
CCS,62.26,10.92,-3.01,2797435904,Residential Construction
CNMD,8.43,1.12,-3.36,2672981248,Medical Devices
MXL,-33.33,3.27,-6.36,1559876864,Semiconductors
MAT,24.14,4.97,0.7,6672570880,Leisure
NOVA,-55.88,0.6,-10.1,1429818880,Solar
RBBN,-28.57,7.33,-4.04,539233344,Telecom Services
FBIN,11.22,1.18,-4.68,10103992320,Building Products & Equipment
WHR,24.43,1.48,-2.08,6060453376,"Furnishings, Fixtures & Appliances"
HBNC,5.71,2.08,-1.52,552209664,Banks - Regional
OBK,10.94,5.01,-1.02,937329536,Banks - Regional
ENSG,1.69,0.2,-0.74,6737551872,Medical Care Facilities
NOW,14.51,0.76,-2.85,166652706816,Software - Application
KLAC,6.49,1.53,-2.81,87875051520,Semiconductor Equipment & Materials
ETD,-12.5,2.56,-1.4,779767744,"Furnishings, Fixtures & Appliances"
META,21.27,2.07,-5.45,1193404268544,Internet Content & Information
ALGN,-5.31,3.46,-4.14,22698713088,Medical Devices
WCN,2.63,0.22,1.25,40375238656,Waste Management
GSHD,48.39,2.22,-3.06,3067444736,Insurance - Diversified
HSII,7.35,2.94,-2.74,604672064,Staffing & Employment Services
SEIC,0.0,1.12,-0.71,8743014400,Asset Management
CFFN,33.33,2.75,2.52,817108672,Banks - Regional
HTBI,11.39,1.48,0.5,462149120,Banks - Regional
NSC,-3.28,0.97,-6.24,57561509888,Railroads
LKFN,6.52,0.73,0.33,1679945344,Banks - Regional
FMNB,2.56,1.58,-0.46,524291936,Banks - Regional
R,5.92,3.18,-7.26,5191015936,Rental & Leasing Services
UBSI,7.58,2.22,2.74,4758301184,Banks - Regional
FTV,-1.16,1.4,-8.64,29002889216,Scientific & Technical Instruments
IMAX,66.67,6.93,0.84,767775872,Entertainment
MNRO,5.13,3.55,4.73,981087936,Auto Parts
SYBT,1.1,0.76,-1.91,1373730944,Banks - Regional
MHO,12.88,1.95,3.63,3407545344,Residential Construction
HES,32.26,9.88,-3.93,44928077824,Oil & Gas E&P
BA,-1.56,0.82,-2.99,127652577280,Aerospace & Defense
ROP,2.61,1.61,0.02,58779873280,Software - Application
SLGN,1.75,7.88,-2.71,4775370240,Packaging & Containers
OPCH,6.9,0.07,-13.19,5797497856,Medical Care Facilities
ODFL,6.92,1.56,-4.56,47500595200,Trucking
ADP,2.46,0.2,-9.41,103141384192,Staffing & Employment Services
HCSG,0.0,2.75,-9.49,697134528,Medical Care Facilities
TDY,6.32,1.67,-3.5,20479576064,Scientific & Technical Instruments
GD,5.92,6.39,3.03,74012958720,Aerospace & Defense
CME,1.81,0.01,0.42,73830350848,Financial Data & Stock Exchanges
TMUS,4.0,0.49,1.4,192498450432,Telecom Services
PRG,45.16,2.36,2.4,1479860864,Rental & Leasing Services
LTH,0.0,0.16,-16.01,2684914688,Leisure
MCO,3.4,0.64,1.37,74148954112,Financial Data & Stock Exchanges
EVR,-0.76,1.51,-4.06,6724182528,Capital Markets
USAP,33.33,0.57,0.09,178590960,Steel
CNX,34.62,7.87,-3.17,3066187520,Oil & Gas E&P
AVY,1.45,1.21,-2.92,16490393600,Packaging & Containers
OMF,3.97,0.8,-3.25,5369300992,Credit Services
CSTM,6.82,6.9,-7.29,2813070080,Aluminum
MSM,1.23,2.89,-3.8,5558259712,Industrial Distribution
MKTX,-2.01,0.64,-9.12,8507554304,Capital Markets
PB,0.84,0.04,2.76,5931665408,Banks - Regional
WAB,16.44,6.2,4.24,24496470016,Railroads
OTIS,9.2,1.2,-2.73,36928843776,Specialty Industrial Machinery
TMHC,6.58,0.8,-4.15,5792575488,Residential Construction
TMO,1.97,0.04,-4.15,212848902144,Diagnostics & Research
HLT,0.0,2.57,1.26,49057869824,Lodging
GBX,-8.91,1.02,-18.9,1493912960,Railroads
PROV,-10.71,2.03,5.06,100367880,Banks - Regional
TNL,5.48,1.33,-2.56,2968508416,Travel Services
OC,9.79,1.68,-11.45,14174671872,Building Products & Equipment
IART,-2.56,1.35,-4.9,3316999168,Medical Devices
DB,15.09,3.58,7.36,25196621824,Banks - Regional
LAD,-7.22,1.55,-5.96,8340884992,Auto & Truck Dealerships
GPI,6.63,3.31,2.35,3780104192,Auto & Truck Dealerships
VRT,18.18,0.5,-0.87,24229195776,Electrical Equipment & Parts
CHMG,2.54,8.76,-2.5,208415360,Banks - Regional
VIST,11.21,7.99,1.8,2981655040,Oil & Gas E&P
CB,17.58,7.04,2.27,100859215872,Insurance - Property & Casualty
RRC,53.33,4.8,0.94,6867542016,Oil & Gas E&P
BUSE,7.84,0.66,-0.9,1290502272,Banks - Regional
FCF,-2.5,0.51,-1.41,1363235328,Banks - Regional
AVBH,0.0,5.43,2.14,143744640,Banks - Regional
WM,1.24,1.15,-2.26,76321914880,Waste Management
WFRD,44.35,1.42,-0.33,7072483840,Oil & Gas Equipment & Services
MSA,21.92,9.56,-0.42,7000931328,Security & Protection Services
RNST,8.7,0.98,-1.28,1778023424,Banks - Regional
TRMK,-7.25,1.51,-0.92,1656251008,Banks - Regional
FFIV,8.7,0.77,0.49,10973825024,Software - Infrastructure
VBTX,-6.25,2.3,-2.43,1098170880,Banks - Regional
NTB,3.57,1.09,-0.11,1411355776,Banks - Diversified
AMED,-9.26,0.99,-0.56,3064600576,Medical Care Facilities
PGC,-18.03,1.81,-2.51,420078048,Banks - Regional
TXN,-0.55,0.77,-0.24,147668369408,Semiconductors
LRN,128.21,5.25,0.32,2712993536,Education & Training Services
SNAP,150.0,7.72,3.85,18322055168,Internet Content & Information
FFBC,0.0,2.15,-2.26,2110231808,Banks - Regional
NBTB,33.33,2.26,-1.74,1613702400,Banks - Regional
PFC,21.05,3.82,-1.57,721388736,Banks - Regional
JBT,12.12,3.67,-0.81,3288300800,Specialty Industrial Machinery
TDOC,5.41,0.37,-0.33,3410473984,Health Information Services
ENVA,-25.0,3.48,-4.06,1615619712,Credit Services
CSGP,0.0,0.16,0.54,33947215872,Real Estate Services
MTDR,16.98,10.75,-1.84,6602430464,Oil & Gas E&P
MSFT,12.83,3.9,1.55,3124871299072,Software - Infrastructure
FCBC,18.18,1.29,-3.99,622605760,Banks - Regional
CHX,-16.33,2.3,1.32,5539988992,Oil & Gas Equipment & Services
HAFC,1.64,5.45,-1.75,469803808,Banks - Regional
ORRF,6.1,0.73,-0.49,279318368,Banks - Regional
CNI,-2.33,1.38,0.18,82374811648,Railroads
SPFI,21.88,1.0,-0.2,437023200,Banks - Regional
GOOG,6.9,1.45,2.86,1821642850304,Internet Content & Information
V,4.48,0.65,1.42,566471426048,Credit Services
FVCB,-12.0,13.16,-1.06,209410320,Banks - Regional
GOOGL,6.9,1.45,2.79,1821525016576,Internet Content & Information
RHI,12.5,1.92,-2.09,8592320512,Staffing & Employment Services
NBHC,6.82,0.41,-1.45,1305846144,Banks - Regional
WNEB,40.0,4.4,-0.58,173984400,Banks - Regional
HA,-16.48,2.08,-1.15,727558272,Airlines
BYD,-5.56,3.41,2.54,6532294656,Resorts & Casinos
USNA,-7.81,0.53,-0.81,973515520,Packaged Foods
CZWI,0.0,6.42,-5.99,121319768,Banks - Regional
MANH,36.36,5.35,0.31,15422332928,Software - Application
UMBF,14.77,0.44,1.0,3965413376,Banks - Regional
THFF,16.1,3.46,2.29,447148448,Banks - Regional
EBMT,-2.86,0.82,0.0,104779312,Banks - Regional
NVR,11.06,2.99,-2.32,23919071232,Residential Construction
FELE,-3.15,6.12,-0.08,4588823552,Specialty Industrial Machinery
HONE,25.0,1.07,4.27,472172448,Banks - Regional
GATX,-5.88,3.81,-2.66,4515868672,Rental & Leasing Services
SFNC,14.71,1.99,-6.22,2278348800,Banks - Regional
ONB,4.08,2.32,-2.39,4726378496,Banks - Regional
IBCP,31.75,7.08,-0.11,512972480,Banks - Regional
ITW,4.51,1.18,-1.08,76951601152,Specialty Industrial Machinery
PCAR,13.04,2.1,3.96,55475036160,Farm & Heavy Construction Machinery
LCNB,-7.5,3.11,3.31,186274704,Banks - Regional
AROW,39.39,2.34,1.06,411702752,Banks - Regional
NEP,18.75,11.98,15.92,2624518912,Utilities - Renewable
NEE,9.3,3.77,7.51,116085751808,Utilities - Regulated Electric
HOUS,-11.76,0.55,12.06,819820992,Real Estate Services
RTX,5.04,1.3,7.99,120794644480,Aerospace & Defense
HCA,-1.51,2.8,-4.48,81989918720,Medical Care Facilities
ABG,-3.79,1.51,-8.39,4443072000,Auto & Truck Dealerships
CHCO,3.66,0.91,-0.88,1510470400,Banks - Regional
SMPL,2.27,0.04,6.36,3581255424,Packaged Foods
SASR,10.71,1.96,0.66,1033012800,Banks - Regional
FI,1.03,0.53,5.05,86564823040,Information Technology Services
GLW,-2.17,1.22,-1.03,27335727104,Electronic Components
ARCC,1.72,0.02,1.66,11686980608,Asset Management
CCBG,-6.02,5.0,-5.8,487109024,Banks - Regional
KMB,10.13,0.06,-2.18,40516984832,Household & Personal Products
IVZ,-2.78,0.19,3.66,7152408064,Asset Management
GTX,4.55,3.52,-2.62,2012086016,Auto Parts
ADM,8.67,6.56,-4.5,28295860224,Farm Products
SHW,15.52,1.87,-0.58,79899893760,Specialty Chemicals
KO,7.25,4.39,2.32,258669674496,Beverages - Non-Alcoholic
VZ,4.27,0.16,8.96,167785627648,Telecom Services
TZOO,77.78,10.9,25.1,120268104,Advertising Agencies
PNR,8.05,1.82,-4.17,12311471104,Specialty Industrial Machinery
DGX,1.37,1.66,0.84,14123271168,Diagnostics & Research
CBU,-6.82,1.59,-5.27,2393315840,Banks - Regional
TRU,-4.21,1.36,-23.29,13405976576,Consulting Services
MMM,14.53,4.52,4.79,51511656448,Conglomerates
GM,23.91,1.93,-2.63,44618932224,Auto Manufacturers
HAL,2.6,0.59,-4.46,31180265472,Oil & Gas Equipment & Services
XRX,35.29,3.46,-8.65,2275700992,Information Technology Services
DOV,0.0,2.82,-1.82,22456541184,Specialty Industrial Machinery
PHM,4.32,1.0,2.99,21902770176,Residential Construction
SPOT,280.0,1.23,16.82,47466123264,Internet Content & Information
BANC,-3.23,50.75,-3.89,2236924416,Banks - Regional
PEBO,17.78,5.37,0.47,1005762624,Banks - Regional
SYF,2.78,1.58,-3.46,15818067968,Credit Services
AWI,23.08,4.88,7.5,4632304640,Building Products & Equipment
DOW,11.63,0.5,0.96,37916798976,Chemicals
PII,-0.37,0.28,-3.75,5142404096,Recreational Vehicles
PPBI,-14.29,3.97,-7.61,2335151872,Banks - Regional
DHR,10.38,3.95,-3.96,181746991104,Diagnostics & Research
CNC,26.58,5.13,-2.84,41331650560,Healthcare Plans
TECK,-25.97,3.29,-9.42,19718557696,Other Industrial Metals & Mining
HLX,0.0,11.02,-1.65,1439913984,Oil & Gas Equipment & Services
KREF,4.44,5.24,-3.24,672344320,REIT - Mortgage
TFII,-9.77,1.04,-1.18,12228224000,Trucking
BRO,16.39,3.89,-1.14,23052439552,Insurance Brokers
SMBC,6.42,4.03,0.79,487356160,Banks - Regional
IBTX,11.27,3.41,1.16,1870895744,Banks - Regional
SMBK,-8.51,18.46,-1.93,373755808,Banks - Regional
AAN,-83.33,2.16,-3.89,316940768,Rental & Leasing Services
PRK,21.28,4.87,-0.13,2122542976,Banks - Regional
PKG,6.77,1.2,-0.2,15086458880,Packaging & Containers
CATY,0.89,1.89,0.21,2889315072,Banks - Regional
NUE,7.28,2.85,-0.25,45858807808,Steel
FUNC,6.35,0.48,-0.37,147564880,Banks - Regional
CALX,25.0,0.26,-1.02,2281632768,Software - Application
HSTM,62.5,0.38,-1.13,821034496,Health Information Services
WASH,16.07,3.66,0.69,449277760,Banks - Regional
CCK,-0.57,6.39,-1.04,9022964736,Packaging & Containers
RBB,34.04,9.19,-3.56,332546432,Banks - Regional
HXL,-9.52,2.63,0.26,6151041024,Aerospace & Defense
MEDP,8.82,3.41,-0.91,10014755840,Diagnostics & Research
WSFS,16.04,4.28,0.65,2558941184,Banks - Regional
CCNE,7.14,0.18,0.51,431719616,Banks - Regional
CLF,22.73,3.41,-0.48,9901002752,Steel
EFSC,-5.65,0.09,1.1,1493272576,Banks - Regional
WRB,18.42,1.39,-0.69,20646742016,Insurance - Property & Casualty
CBNK,25.0,1.13,-0.51,288891872,Banks - Regional
CDNS,4.13,1.66,0.35,84867022848,Software - Application
RLI,510.0,7.24,-2.59,6433870848,Insurance - Property & Casualty
TRST,1.32,1.05,-1.46,531161248,Banks - Regional
AGYS,31.58,3.0,-0.58,2476036864,Software - Application
HRI,-2.44,2.1,-0.25,4286513920,Rental & Leasing Services
CZFS,2.55,2.35,-3.55,241703936,Banks - Regional
NWBI,24.0,2.92,4.69,1513880064,Banks - Regional
ESQ,3.54,2.85,-0.37,393507104,Banks - Regional
BMRC,0.0,0.56,-2.13,283256768,Banks - Regional
BSRR,-1.45,0.05,-0.69,277383744,Banks - Regional
MNSB,0.0,7.56,0.48,139407824,Banks - Regional
BOH,21.88,7.21,-0.46,2453406976,Banks - Regional
HOPE,-3.85,3.0,1.95,1296170368,Banks - Regional
HBT,6.78,1.76,-5.32,604121920,Banks - Regional
PBAM,2.08,0.35,0.0,205258912,Banks - Regional
OFG,3.26,1.29,-4.37,1708459520,Banks - Regional
WRLD,88.19,0.64,-9.55,795179008,Credit Services
BHLB,2.04,0.44,-7.89,989212736,Banks - Regional
IPG,-6.67,3.26,-3.85,12179523584,Advertising Agencies
FBP,21.05,0.17,-4.73,2854448896,Banks - Regional
HBAN,12.5,3.56,-4.55,17973651456,Banks - Regional
AXP,11.49,0.22,-5.88,153615810560,Credit Services
SLB,1.3,0.08,-3.03,68196319232,Oil & Gas Equipment & Services
CMA,8.24,1.72,-9.51,6772962304,Banks - Regional
ALV,-4.6,1.37,4.72,9090674688,Auto Parts
RF,-16.95,1.65,-13.43,16632000512,Banks - Regional
EEFT,0.74,2.42,9.97,4792013312,Software - Infrastructure
ISBA,-19.44,9.15,-0.97,153021360,Banks - Regional
ISTR,3.13,4.28,-2.61,167471840,Banks - Regional
AMTB,4.92,3.22,-2.08,765474368,Banks - Regional
TFIN,37.84,2.64,-8.82,1862327808,Banks - Regional
HTH,32.56,0.93,-1.52,2013879168,Banks - Regional
WAL,3.14,8.68,-1.22,6740314112,Banks - Regional
GBCI,9.3,0.04,-2.79,4159862016,Banks - Regional
BCML,1.82,4.19,-2.92,231141520,Banks - Regional
SRCE,16.81,5.15,-0.65,1246408960,Banks - Regional
ASB,0.0,0.67,-1.09,3059532032,Banks - Regional
INDB,3.76,2.36,-3.04,2269707264,Banks - Regional
MYFW,-27.27,8.54,-7.89,151191024,Banks - Regional
OCFC,-13.51,0.07,-2.61,935112320,Banks - Regional
SFST,54.55,4.71,-3.73,274932896,Banks - Regional
BANF,2.7,1.37,-3.41,2921815808,Banks - Regional
KNX,5.13,5.46,-7.41,9670853632,Trucking
FFIN,-5.41,2.84,-1.53,4515565568,Banks - Regional
MCB,11.93,3.1,-4.76,470164736,Banks - Regional
ISRG,3.55,1.37,-0.56,136780005376,Medical Instruments & Supplies
CSX,0.0,0.25,-1.67,73255051264,Railroads
OZK,3.47,2.23,-4.56,4814490112,Banks - Regional
CVCY,1.89,0.61,3.19,208705872,Banks - Regional
WABC,4.03,3.95,-1.76,1202862080,Banks - Regional
HOMB,0.0,0.08,-4.29,4776166400,Banks - Regional
BCBP,-22.0,4.12,-3.89,179768160,Banks - Regional
BMI,15.79,7.76,0.12,4398513664,Scientific & Technical Instruments
CASS,-1.82,2.38,-2.27,595390720,Specialty Business Services
FCX,21.88,5.39,-1.92,54663282688,Copper
HFWA,15.91,0.23,5.8,642274048,Banks - Regional
EWBC,0.5,0.93,-0.23,9719275520,Banks - Diversified
UNP,2.45,1.02,0.09,152064229376,Railroads
AMNB,-21.74,4.01,-0.18,480736000,Banks - Regional
STBA,-3.33,2.19,-5.67,1219244032,Banks - Regional
MAN,2.99,0.66,-4.12,3559625728,Staffing & Employment Services
WBS,3.33,2.0,-0.12,8040308736,Banks - Regional
BX,-4.08,8.27,-9.51,155528282112,Asset Management
WSO,0.93,3.56,-7.39,16025775104,Industrial Distribution
PM,3.73,0.76,-2.76,138355245056,Tobacco
MMC,13.77,3.68,-0.03,97371725824,Insurance Brokers
AAL,46.15,0.27,-2.47,9781382144,Airlines
IRDM,-133.33,1.1,-9.41,4313730560,Telecom Services
GPC,3.75,1.08,-13.02,20073404416,Specialty Retail
POOL,2.64,1.74,-6.81,14981604352,Industrial Distribution
FITB,12.2,0.09,-0.44,22919856128,Banks - Regional
BKU,-11.27,1.33,0.67,1992439296,Banks - Regional
LNN,51.3,3.74,10.59,1439642752,Farm & Heavy Construction Machinery
AUB,5.26,0.7,-0.03,2520782592,Banks - Regional
KEY,7.41,0.43,-2.67,13008873472,Banks - Regional
SNA,2.73,1.8,-1.59,14041054208,Tools & Accessories
TFC,2.44,0.04,-4.78,47801241600,Banks - Regional
ALK,-2.66,1.29,-5.19,4689287168,Airlines
DCOM,1.82,2.58,-6.43,753166208,Banks - Regional
TCBI,14.56,4.13,-5.54,2804514048,Banks - Regional
SARTF,-23.65,3.16,0.0,22886100992,Medical Instruments & Supplies
SNV,-2.33,1.43,0.0,5276978688,Banks - Regional
HBCP,19.61,2.86,-1.41,304467008,Banks - Regional
FNB,11.11,1.26,0.55,4718601216,Banks - Regional
EFX,-1.12,0.69,-1.45,31078975488,Consulting Services
OSBC,1.85,0.79,0.22,599845824,Banks - Regional
ZION,2.73,0.85,0.45,5939453440,Banks - Regional
LBRT,14.86,6.98,3.0,3294600448,Oil & Gas Equipment & Services
STLD,-0.57,0.73,-0.18,20225382400,Steel
DFS,-17.78,2.53,2.75,27301332992,Credit Services
KMI,-3.85,8.13,-0.75,36964724736,Oil & Gas Midstream
GSBC,9.92,0.2,0.4,601198080,Banks - Regional
MCRI,-5.48,1.7,-0.71,1350168832,Resorts & Casinos
LRCX,12.85,2.11,0.64,119510876160,Semiconductor Equipment & Materials
NFLX,7.8,0.11,-4.13,242916851712,Entertainment
LVS,3.77,4.0,-1.04,40409157632,Resorts & Casinos
PPG,6.15,0.5,-0.92,32912963584,Specialty Chemicals
TSLA,-8.33,4.23,-2.97,616479850496,Auto Manufacturers
AA,-0.89,0.42,0.84,4945447424,Aluminum
COLB,11.27,0.38,0.7,3929553152,Banks - Regional
BANR,4.38,1.64,-0.47,1528160384,Banks - Regional
FCCO,-41.03,6.21,0.17,130826128,Banks - Regional
CTBI,13.86,3.39,2.18,722331968,Banks - Regional
UNF,1.74,0.61,3.47,3202609152,Specialty Business Services
STT,9.04,7.71,5.78,21993598976,Asset Management
MS,8.66,1.48,-3.99,140972113920,Capital Markets
ABT,3.64,3.6,3.93,195185590272,Medical Devices
ALLY,3.75,3.53,3.22,10945988608,Credit Services
NTRS,-0.67,0.3,-3.31,16336234496,Asset Management
NDAQ,5.97,1.2,3.22,33031245824,Financial Data & Stock Exchanges
WGO,20.45,0.45,-1.53,1989931392,Recreational Vehicles
TRV,-33.45,1.89,-0.12,48948899840,Insurance - Property & Casualty
PG,7.02,1.03,2.68,373283717120,Household & Personal Products
UCBI,-2.17,4.84,-5.15,3241832448,Banks - Regional
SCL,-15.79,6.88,10.06,2018434176,Specialty Chemicals
USB,0.96,0.15,2.8,62896566272,Banks - Regional
FHN,8.0,2.89,5.03,7705433088,Banks - Regional
MTB,2.79,0.44,-0.32,22152644608,Banks - Regional
CFG,-7.61,1.43,-1.69,14692166656,Banks - Regional
ELV,6.39,0.12,1.34,118908051456,Healthcare Plans
CBSH,3.23,0.72,1.85,6659804160,Banks - Regional
AMX,-87.1,4.19,3.25,54270586880,Telecom Services
WTFC,4.12,1.49,2.7,5748936704,Banks - Regional
WAFD,-20.88,4.59,4.47,1826227840,Banks - Regional
EQBK,5.26,2.3,1.94,501417408,Banks - Regional
FULT,7.5,2.05,3.03,2542191360,Banks - Regional
BHB,8.96,2.71,0.87,387948032,Banks - Regional
HWC,9.8,0.14,3.42,3713978368,Banks - Regional
PFBC,6.27,3.44,1.08,951583936,Banks - Regional
BFC,-0.68,0.22,2.61,881137152,Banks - Regional
OMC,0.54,0.29,2.0,17152144384,Advertising Agencies
UAL,7.35,0.29,2.56,13884875776,Airlines
IBKR,4.73,4.99,0.32,40871407616,Capital Markets
JBHT,-2.7,1.87,1.44,22252167168,Integrated Freight & Logistics
PNFP,4.68,2.15,3.53,6267077632,Banks - Regional
LMT,1.65,1.29,0.39,103181869056,Aerospace & Defense
GS,2.82,7.42,-1.22,125566189568,Capital Markets
CATC,8.49,2.59,3.57,528783328,Banks - Regional
BAC,11.11,0.33,1.69,261497716736,Banks - Diversified
BK,11.4,1.76,4.57,41930977280,Asset Management
JNJ,5.56,1.67,-1.1,377365233664,Drug Manufacturers - General
MBWM,11.11,8.33,6.96,613582848,Banks - Regional
CFB,12.12,1.01,1.2,672448320,Banks - Regional
FBK,0.0,11.22,0.71,1709516416,Banks - Regional
SFBS,2.08,1.35,1.13,3407662336,Banks - Regional
SCHW,2.67,0.79,6.15,113856249856,Capital Markets
GNTY,-1.82,2.48,6.19,342986624,Banks - Regional
PGR,22.22,0.3,7.33,107086528512,Insurance - Property & Casualty
C,20.63,4.22,0.07,103319044096,Banks - Diversified
JPM,11.31,1.89,1.16,503451222016,Banks - Diversified
WFC,11.2,3.18,3.2,174005092352,Banks - Diversified
PNC,13.21,1.36,-3.88,58880434176,Banks - Regional
BLK,28.81,0.71,-2.42,118385688576,Asset Management
UNTY,8.99,2.12,1.19,274015488,Banks - Regional
UNH,3.63,1.02,2.85,481044398080,Healthcare Plans
CMTL,61.11,6.2,-5.9,174539488,Communication Equipment
SGH,-22.22,15.57,-3.4,1184317824,Semiconductors
NRIX,1.45,7.57,-8.52,429258656,Biotechnology
