Ticker,Earnings,Revenue,Percentage change,Market cap,Industry
CINT,12.5,0.87,25.89,717494976,Software - Infrastructure
EL,275.0,3.72,1.9,51052892160,Household & Personal Products
DE,25.31,0.35,0.97,112642949120,Farm & Heavy Construction Machinery
AMAT,9.83,4.38,4.1,119390134272,Semiconductor Equipment & Materials
GLOB,1.49,0.21,17.26,8444081152,Information Technology Services
BILL,43.9,5.87,7.88,11738386432,Software - Application
FTCH,0.0,13.04,-51.96,711838784,Internet Retail
KEYS,7.35,0.01,-13.17,22967549952,Scientific & Technical Instruments
RRGB,56.36,1.14,-9.83,130936384,Restaurants
ROST,12.82,4.01,1.19,39958577152,Apparel Retail
LITE,5.36,0.72,-3.77,2763741696,Communication Equipment
ARCO,0.0,0.11,-0.68,2083378048,Restaurants
EVGN,10.53,15.07,-11.54,26457970,Biotechnology
IMTX,-2.94,28.28,7.91,803174016,Biotechnology
PLCE,1.85,1.18,-22.62,344792000,Apparel Retail
WMT,8.88,1.13,2.27,434471600128,Discount Stores
AYRWF,-5.0,3.64,223.86,135023440,Drug Manufacturers - Specialty & Generic
SELB,22.22,46.98,6.54,185647888,Biotechnology
SPTN,3.17,1.9,-9.09,797215744,Food Distribution
GAMB,41.67,19.47,-1.72,504553888,Gambling
TPR,-1.04,2.84,-9.33,6658488320,Luxury Goods
DESP,40.0,3.13,-18.15,455789152,Travel Services
BILI,19.51,3.21,-13.25,5559039488,Electronic Gaming & Multimedia
DOLE,37.84,3.86,-14.7,1038523200,Farm Products
CRLBF,-66.67,1.69,115.45,628958208,Drug Manufacturers - Specialty & Generic
WLMSQ,-183.33,29.21,-75.34,8163,Engineering & Construction
AMCR,5.56,4.98,1.31,12800994304,Packaging & Containers
PYCR,33.33,2.62,1.79,4478960128,Software - Application
WOLF,-110.0,5.57,-17.89,4456679936,Semiconductors
AVT,26.38,5.08,6.37,4380471808,Electronics & Computer Distribution
SNPS,5.49,0.36,4.07,74832928768,Software - Infrastructure
CSCO,7.55,1.04,6.02,218719141888,Communication Equipment
STNE,11.76,48.46,-18.17,3143965696,Software - Infrastructure
NVGS,0.0,2.55,-0.77,1062103872,Oil & Gas Midstream
TJX,11.84,2.64,3.86,103665090560,Apparel Retail
ZIM,-57.47,0.47,-7.78,1149284096,Marine Shipping
PFGC,0.88,1.5,0.42,8763315200,Food Distribution
EAT,6.92,0.36,-10.83,1486717696,Restaurants
TGT,27.66,1.91,-9.33,51958255616,Discount Stores
UCL,-200.0,1.6,-10.0,75437568,Telecom Services
FLNG,-18.75,6.04,-2.86,1675020160,Oil & Gas Midstream
NU,50.0,6.63,-6.58,37371846656,Banks - Diversified
JKHY,12.61,4.56,-11.27,10849503232,Information Technology Services
MDWD,124.39,14.0,-15.95,78923920,Biotechnology
MRCY,-79.63,8.67,1.63,2292584448,Aerospace & Defense
HD,4.26,1.58,-0.39,295960707072,Home Improvement Retail
ECC,-20.0,10.35,-2.11,596899264,Asset Management
ONON,-69.23,4.71,-0.7,8137056768,Footwear & Accessories
CAH,4.73,2.0,-4.8,22920775680,Medical Distribution
MOND,16.67,2.75,-1.23,445039904,Travel Services
ESLT,-4.85,4.0,-3.45,8763790336,Aerospace & Defense
IHS,-250.0,4.6,-30.22,1653997824,Telecom Services
RSKD,100.0,0.95,-4.27,677992704,Software - Application
BLIN,0.0,2.36,-12.15,7604848,Software - Infrastructure
MATW,17.46,1.64,-9.06,1209567744,Conglomerates
IMMR,31.25,12.93,1.63,218919776,Software - Application
SNTI,12.5,27.36,-16.9,14388100,Biotechnology
XBIO,38.94,47.96,9.07,6130400,Biotechnology
CATX,-33.33,20.0,-16.67,80804448,Medical Devices
RWLK,28.57,0.15,-5.56,42555268,Medical Devices
SHCO,91.67,1.31,16.13,1460485376,Lodging
BFRI,-19.46,0.21,-19.41,6605653,Drug Manufacturers - Specialty & Generic
SPB,31.58,5.82,6.91,2768643584,Household & Personal Products
AIRS,-13.33,0.0,-2.83,385570144,Medical Care Facilities
NYC,-10.45,2.16,-18.5,21059260,Real Estate Services
ACB,50.0,19.5,-10.57,229654432,Drug Manufacturers - Specialty & Generic
ATGE,9.57,2.32,-1.74,1849876864,Education & Training Services
SVM,0.0,2.75,-8.58,420822112,Silver
PGY,-100.0,0.41,-5.83,930165440,Software - Infrastructure
VLD,-25.0,6.88,-21.74,295120512,Computer Hardware
SENS,0.0,10.01,-21.02,276394496,Medical Devices
BTMD,340.0,5.33,-24.09,390277056,Medical Care Facilities
EARN,-29.17,160.75,-9.85,86730248,REIT - Mortgage
WPM,14.81,7.12,-5.9,19554670592,Gold
REED,25.0,21.34,28.79,11465108,Beverages - Non-Alcoholic
OSS,-100.0,1.65,-42.73,41907720,Computer Hardware
IRIX,-54.55,9.66,-7.8,48525008,Medical Devices
MKFG,0.0,5.42,-18.54,230865552,Computer Hardware
NOTV,-73.08,6.56,-46.69,64198924,Diagnostics & Research
IDN,20.0,8.04,-0.38,37244172,Software - Application
INDI,-22.22,0.25,-16.61,894240384,Semiconductor Equipment & Materials
LODE,-150.0,61.11,-11.36,46801636,Real Estate Services
WATT,28.57,41.5,-64.28,8240229,Scientific & Technical Instruments
XELB,30.77,9.02,-32.04,20299240,Apparel Manufacturing
EVLV,0.0,39.75,11.66,563981248,Security & Protection Services
HSDT,45.45,50.59,-4.34,4414550,Medical Devices
XAIR,2.17,70.65,-13.39,77058464,Medical Devices
GNSS,20.0,1.09,32.58,83344536,Scientific & Technical Instruments
IONQ,0.0,26.17,31.85,2913316352,Computer Hardware
STRO,12.33,0.33,6.6,220318288,Biotechnology
PHUN,14.29,28.1,-27.3,22837802,Software - Application
RKDA,46.34,2.87,-11.11,3502639,Packaged Foods
SPRO,20.69,23.46,-4.83,61150908,Biotechnology
ARLO,50.0,2.98,-0.89,839910272,Building Products & Equipment
XOS,-27.27,64.15,-25.74,60444928,Farm & Heavy Construction Machinery
PX,22.22,9.45,-0.07,1209694080,Asset Management
HQI,-42.31,13.07,-26.06,226292016,Staffing & Employment Services
CPRI,7.25,2.4,-2.94,6027666432,Luxury Goods
KINS,-500.0,1.82,36.21,19361160,Insurance - Property & Casualty
ASXC,-12.5,3.84,-12.12,67024256,Medical Devices
VIAV,25.0,4.42,-6.67,1741358080,Communication Equipment
ZYME,-49.02,45.56,-6.13,491743616,Biotechnology
VIEW,6.48,12.14,24.27,17177182,Building Products & Equipment
GEVO,0.0,3.55,-21.08,282509600,Specialty Chemicals
CANO,-211.11,8.47,-77.23,103588944,Medical Care Facilities
FLO,17.86,1.86,-8.4,4425040896,Packaged Foods
SIEN,3.41,7.48,-24.25,18812216,Medical Devices
UPH,13.04,18.22,-29.76,16814348,Health Information Services
BRCC,25.0,1.46,18.36,641244416,Packaged Foods
SRT,-42.86,3.91,2.55,172680032,Information Technology Services
ETON,300.0,84.57,65.38,106461616,Drug Manufacturers - Specialty & Generic
SCPH,2.7,5.68,-10.94,219803408,Biotechnology
KOPN,-133.33,2.45,-25.7,136582528,Electronic Components
MAXN,83.33,7.47,-32.75,485049088,Solar
ONCT,11.76,49.52,-23.68,18504442,Biotechnology
APYX,8.33,4.78,7.95,89381256,Medical Devices
SFT,22.16,19.99,-16.67,1830792,Auto & Truck Dealerships
ONTO,-4.82,6.08,12.49,6272081408,Semiconductor Equipment & Materials
STRT,350.0,5.62,-3.19,92556328,Auto Parts
LFLY,55.56,1.35,123.2,18821216,Pharmaceutical Retailers
AXDX,-57.33,26.98,4.98,85345920,Medical Devices
ACRX,22.64,216.25,2.11,10474004,Drug Manufacturers - Specialty & Generic
NWSA,55.56,2.43,3.62,12830622720,Entertainment
VINP,60.0,5.12,9.02,554977280,Asset Management
YMAB,41.67,8.98,-18.73,235330976,Biotechnology
CODX,-29.17,73.6,-6.15,33867792,Medical Devices
STTK,3.85,44.44,-5.81,67104656,Biotechnology
LCTX,25.0,21.7,-6.9,218733760,Biotechnology
DRCT,0.0,18.27,-6.8,36245292,Advertising Agencies
AEYE,0.0,0.18,-4.49,59857944,Software - Application
MOGO,40.0,4.73,-38.2,36852000,Software - Infrastructure
ACDC,-40.91,5.44,-6.8,1525343104,Oil & Gas Equipment & Services
DCBO,75.0,1.31,13.39,1298109312,Software - Application
STXS,-16.67,9.15,23.81,125345864,Medical Instruments & Supplies
CIR,62.86,2.81,-0.34,1141940736,Specialty Industrial Machinery
IONS,36.17,37.39,-0.03,6952743936,Biotechnology
LVO,50.0,1.33,10.81,94708312,Entertainment
LIVE,-52.17,6.62,3.85,89170824,Home Improvement Retail
HSON,-5.26,0.74,3.48,51382080,Staffing & Employment Services
VRME,-57.14,11.08,8.23,10988745,Security & Protection Services
DARE,0.0,100.0,-15.54,47180304,Biotechnology
PRPH,-42.86,6.69,-37.23,75465600,Diagnostics & Research
IKNA,8.33,44.73,3.12,177525680,Biotechnology
EMAN,-33.33,29.21,0.5,172198960,Electronic Components
URGN,8.85,6.23,-15.3,371840480,Biotechnology
RL,8.84,1.0,-4.58,7575796224,Apparel Manufacturing
ISUN,90.0,25.06,-18.32,8134851,Solar
MGTX,10.17,44.08,2.62,265527440,Biotechnology
GBTG,-228.57,5.65,-10.78,4735746048,Software - Application
BRAG,100.0,3.94,1.54,101957640,Electronic Gaming & Multimedia
HLLY,133.33,2.23,-16.77,544040000,Auto Parts
ALIM,-833.33,13.86,7.31,155159648,Drug Manufacturers - Specialty & Generic
KELYA,-7.69,2.0,0.92,655171520,Staffing & Employment Services
SYBX,19.23,80.56,-8.72,20219410,Biotechnology
MRNS,19.74,18.38,-16.15,393120000,Biotechnology
HOOK,-4.76,24.32,-4.03,43905900,Biotechnology
QBTS,-7.69,5.17,-35.76,136871264,Computer Hardware
GANX,-87.88,100.0,-7.37,42225504,Biotechnology
HOWL,65.85,164.95,-4.35,81656816,Biotechnology
HBI,50.0,1.02,-0.61,1556997120,Apparel Manufacturing
TCRX,32.89,16.05,23.67,177885936,Biotechnology
OPTN,118.18,14.44,-3.91,139156528,Drug Manufacturers - Specialty & Generic
ALYA,200.0,6.41,-1.14,159023856,Information Technology Services
SDIG,-88.98,17.87,-38.65,32697392,Capital Markets
WKME,100.0,1.13,12.28,780983360,Software - Application
NABL,12.5,3.19,-8.42,2401936896,Information Technology Services
CYBR,123.08,1.52,12.62,7136402432,Software - Infrastructure
SLGL,15.38,61.68,-19.42,41709000,Biotechnology
CCOI,-316.67,7.69,15.66,3209743360,Telecom Services
PRMW,14.29,1.21,-1.29,2194731520,Beverages - Non-Alcoholic
JBI,25.0,2.32,-10.79,1482952832,Building Products & Equipment
DDS,89.55,2.16,-3.22,5218651648,Department Stores
DNUT,0.0,0.0,-4.58,2092407936,Grocery Stores
USFD,3.95,3.85,-4.1,9347747840,Food Distribution
AVAH,50.0,4.14,-16.27,260882240,Medical Care Facilities
AFMD,0.0,68.68,-11.67,59287588,Biotechnology
VERV,4.4,21.33,-30.3,734069376,Biotechnology
AIT,7.8,3.66,6.03,6334822400,Industrial Distribution
UTZ,0.0,0.84,-8.58,951788608,Packaged Foods
WWW,-5.0,1.05,-2.84,650430272,Footwear & Accessories
VERU,35.0,59.26,-3.67,90280400,Biotechnology
EYE,13.33,0.03,-20.01,1194251136,Specialty Retail
GOCO,33.46,30.99,-19.32,282471968,Insurance Brokers
IDYA,5.66,53.25,14.94,1523016320,Biotechnology
YETI,21.28,1.98,6.51,3668953600,Leisure
LQDA,-111.76,0.48,-12.18,395568128,Biotechnology
SIX,-69.14,5.34,8.21,1762265600,Leisure
SILV,6.67,5.08,8.09,725848832,Other Precious Metals & Mining
BGSF,20.0,2.42,2.68,99527512,Staffing & Employment Services
ASM,-100.0,9.63,-13.24,62292928,Other Precious Metals & Mining
MFC,3.33,20.43,-3.22,33903366144,Insurance - Life
FSM,-80.0,2.82,-11.93,928573760,Gold
BNGO,-37.78,6.81,-5.97,74585120,Medical Instruments & Supplies
TTEK,9.32,1.47,-5.55,8847820800,Engineering & Construction
GRPN,71.43,6.58,34.13,397169696,Internet Content & Information
PROF,-12.9,21.85,-19.64,199641776,Medical Devices
CNFR,0.0,1.6,6.25,14545252,Insurance - Property & Casualty
RIOT,29.17,7.55,-36.24,1791908992,Capital Markets
CCAP,3.7,2.26,-1.39,625227520,Asset Management
AVID,0.0,4.86,-0.41,1185162112,Software - Application
AQMS,-20.0,100.0,-4.35,105575400,Waste Management
ADES,-31.25,18.18,-30.92,63532092,Pollution & Treatment Controls
NUTX,0.0,5.34,-11.5,129070104,Health Information Services
LEGH,-6.25,6.41,-3.96,469294368,Residential Construction
STKL,-200.0,7.64,-33.06,486709696,Packaged Foods
EGY,-8.33,11.96,0.93,481271520,Oil & Gas E&P
HYFM,0.0,1.79,5.65,52378244,Farm & Heavy Construction Machinery
PFLT,9.09,10.18,-5.44,628461248,Asset Management
NDLS,-128.57,9.37,-16.52,111430088,Restaurants
AVPT,-400.0,4.75,17.09,1351551360,Software - Infrastructure
PAAS,-50.0,1.26,1.57,5513961984,Gold
EE,-25.81,69.11,-12.28,1777891968,Oil & Gas Midstream
NN,-7.14,18.78,34.22,543790208,Software - Infrastructure
PTMN,-1.19,2.65,-3.26,178847728,Asset Management
PNNT,29.63,28.41,-1.64,419393536,Asset Management
OPAL,-200.0,15.89,-3.99,1278650880,Utilities - Regulated Gas
AMSC,52.94,9.02,3.44,195641744,Specialty Industrial Machinery
CGC,60.0,16.19,43.4,530410976,Drug Manufacturers - Specialty & Generic
EHAB,-71.43,3.38,-9.88,405825408,Medical Care Facilities
ADMA,0.0,8.43,-5.78,773676672,Biotechnology
FLNC,4.76,11.35,-1.26,3722515968,Utilities - Renewable
MGNI,-25.0,0.09,-39.71,1027192576,Advertising Agencies
GAN,-10.0,12.54,-14.12,49151520,Gambling
BRLT,33.33,1.06,-16.75,274844704,Luxury Goods
RCMT,-2.08,1.0,1.76,157679600,Conglomerates
ALRM,40.0,4.25,17.81,2869101824,Software - Application
LMB,100.0,0.71,26.11,329441792,Engineering & Construction
CPA,20.62,1.53,-7.5,3370446592,Airlines
TGEN,0.0,9.38,-10.62,22862276,Electrical Equipment & Parts
MATV,21.43,1.58,-6.22,798183872,Specialty Chemicals
NLS,34.0,6.39,-3.88,25984802,Leisure
CPSI,-33.33,1.61,-41.95,210417584,Health Information Services
CENX,233.33,10.42,-17.22,628217280,Aluminum
RAMP,20.83,4.81,10.58,1955248384,Software - Infrastructure
OPFI,850.0,5.44,21.8,245300000,Credit Services
FDMT,0.0,83.3,-6.36,410437280,Biotechnology
DNA,0.0,14.43,8.7,3651998976,Biotechnology
TACT,100.0,2.08,-7.7,62039088,Computer Hardware
ENS,5.0,4.66,-1.88,3858981632,Electrical Equipment & Parts
TASK,10.34,0.84,-18.72,845246400,Information Technology Services
G,4.35,0.73,4.4,6641678336,Information Technology Services
HCCI,-34.55,1.57,-2.08,1107836288,Waste Management
CNNE,-222.22,12.23,-0.6,1347108224,Restaurants
SMSI,50.0,3.08,32.77,79435480,Software - Application
CRDF,7.41,44.0,-8.12,54506184,Biotechnology
CRGY,550.0,4.75,12.18,2175646208,Oil & Gas E&P
OEC,-10.17,16.3,9.24,1239689088,Specialty Chemicals
BCDA,-13.33,87.35,-31.76,8928812,Biotechnology
TELA,20.69,0.73,3.14,147292304,Medical Devices
QNST,50.0,0.49,5.72,603679616,Advertising Agencies
AVTA,-47.06,0.52,-17.66,944945344,Asset Management
VSAT,-477.27,26.71,-10.17,2675866368,Communication Equipment
MRCC,0.0,1.71,-9.92,151880768,Asset Management
INFN,100.0,0.22,18.5,785157056,Communication Equipment
AKA,-100.0,1.75,-13.33,72545720,Internet Retail
OBDC,4.35,2.58,-1.58,5393901568,Credit Services
RICK,-25.0,0.01,-4.58,519595520,Restaurants
BOXL,25.0,5.98,-9.45,17323420,Communication Equipment
STRC,-10.26,39.19,-30.25,18360062,Computer Hardware
DRRX,-2.22,27.99,-6.05,75900272,Drug Manufacturers - Specialty & Generic
LUMO,-2.83,6.25,-2.19,33170138,Biotechnology
PAR,-62.5,0.61,24.78,1042364864,Software - Application
LSF,12.2,6.94,-7.34,7740271,Packaged Foods
VRRM,7.41,2.7,-14.27,3451108352,Infrastructure Operations
KORE,-118.18,4.69,-37.84,48893564,Telecom Services
BLND,30.77,7.08,-8.73,356534720,Software - Application
KRMD,0.0,0.09,5.81,125963912,Medical Instruments & Supplies
KLXE,2.53,5.26,-0.43,178184352,Oil & Gas Equipment & Services
SERA,0.0,29.47,-30.77,58185452,Diagnostics & Research
BRP,0.0,3.73,8.67,1403485312,Insurance Brokers
MGNX,30.77,51.46,3.89,326473856,Biotechnology
CPRX,32.0,7.35,-9.32,1456989568,Biotechnology
CARG,26.09,4.25,-3.22,2029344128,Auto & Truck Dealerships
PLBY,-15.0,29.52,-25.58,47350400,Leisure
HARP,106.98,120.03,6.52,21538244,Biotechnology
CDXC,25.0,4.3,-7.93,97542120,Biotechnology
INO,7.14,13.0,6.98,131356760,Biotechnology
RPTX,66.27,315.79,15.5,216365216,Biotechnology
SCM,6.25,3.4,-7.96,309719968,Asset Management
PANL,-23.08,0.48,-18.44,285304928,Marine Shipping
RMR,2.13,27.3,6.98,404673216,Real Estate Services
CLNE,100.0,12.59,-3.99,920853760,Oil & Gas Refining & Marketing
FTHM,-17.39,12.49,-4.76,61793976,Real Estate Services
RPAY,-9.52,5.56,9.26,622331392,Software - Infrastructure
CURLF,-75.0,0.13,29.03,2951529216,Drug Manufacturers - Specialty & Generic
NVEE,-1.53,1.2,-6.23,1713451136,Engineering & Construction
PRPL,-66.67,6.81,-25.74,151665120,"Furnishings, Fixtures & Appliances"
CACI,9.28,0.74,-8.07,7743538688,Information Technology Services
BBDC,6.9,7.24,7.46,966100096,Asset Management
ORGN,35.71,25.02,-66.59,156432448,Chemicals
AE,47.73,6.81,3.41,79741032,Oil & Gas Refining & Marketing
EQ,47.37,6.09,2.5,24197950,Biotechnology
LAW,45.0,6.36,12.96,353612608,Software - Application
HLTH,3.77,10.23,14.55,62939512,Health Information Services
CYRX,-68.0,0.14,3.82,614409024,Integrated Freight & Logistics
SONX,-26.67,0.6,-23.62,17298652,Medical Devices
LIFE,18.52,100.0,-13.27,78438528,Biotechnology
PLUG,-25.0,9.61,-21.18,4647223296,Electrical Equipment & Parts
SPIR,30.0,7.83,-2.33,77345712,Specialty Business Services
DIS,4.04,0.48,-8.98,157727031296,Entertainment
FGI,120.0,5.38,-14.75,12540000,"Furnishings, Fixtures & Appliances"
ACET,-10.29,100.0,-15.45,64599300,Biotechnology
MESA,-103.03,9.17,-33.33,32378666,Airlines
JAZZ,1.12,0.51,4.81,8379881984,Biotechnology
MYO,0.0,3.73,33.14,34468068,Medical Devices
BLBD,69.23,1.91,0.19,611460480,Auto Manufacturers
PLRX,4.11,77.46,-6.81,884347968,Biotechnology
TTD,7.69,1.99,-3.82,39014858752,Software - Application
XENE,-4.35,100.0,11.14,2263694848,Biotechnology
CYN,0.0,120.4,-35.62,14320191,Software - Application
WYNN,78.43,7.02,-6.91,10288420864,Resorts & Casinos
APP,175.0,3.92,41.66,13786633216,Software - Application
EWCZ,-20.0,1.41,-7.87,1014437504,Household & Personal Products
TELL,-120.0,23.15,-26.92,441688928,Oil & Gas E&P
UWMC,120.0,15.42,-13.85,16198618112,Mortgage Finance
SRAD,-100.0,4.59,-13.29,2770053120,Software - Application
JACK,9.02,0.87,-14.08,1325921536,Restaurants
BLDP,23.08,0.24,-9.92,1103969024,Specialty Industrial Machinery
RBLX,0,0.55,-10.2,17861658624,Electronic Gaming & Multimedia
VSH,13.33,2.11,-2.14,3437167616,Semiconductors
SSYS,233.33,4.25,-9.65,940804864,Computer Hardware
CSTE,-762.50,10.44,-21.37,147764016,Building Products & Equipment
CEVA,-125,13.76,4.38,458243840,Semiconductors
VERX,0,2.79,4.36,3513163264,Software—Application
BCO,-14.49,1.32,9.54,3372406528,Security & Protection Services
VVV,16.22,3.38,-13.17,4470495744,Oil & Gas Refining & Marketing
DIBS,8.70,3.98,13.82,141161760,Internet Retail
XMTR,33.33,0.67,18.69,814505088,Specialty Industrial Machinery
ANIP,100,20.41,2.9,1177503232,Drug Manufacturers—Specialty & Generic
WEN,0,1.33,-8.19,4271568128,Restaurants
TSQ,-62.50,0.13,-9.59,144448544,Advertising Agencies
AMPH,14.04,6.20,-13.87,2246869248,Drug Manufacturers—Specialty & Generic
TTGT,4.65,1.79,0.27,844636480,Internet Content & Information
LFT,-42.86,4.39,1.42,108640896,REIT—Mortgage
IAC,0,0.93,-15.67,4325779968,Internet Content & Information
TTWO,-2.70,0.15,1.47,23842574336,Electronic Gaming & Multimedia
SCOR,-175,2.01,-1.41,58373484,Internet Content & Information
SUPN,-108.70,6.64,0.46,1505167616,Drug Manufacturers—Specialty & Generic
LPSN,200,0.65,3.25,303460096,Software—Application
HNST,0,5.43,8.76,119672280,Household & Personal Products
VAPO,23.68,4.99,-0.96,15522688,Medical Devices
ATER,-69.23,0.47,-8.21,27900456,"Furnishings, Fixtures & Appliances"
WPRT,0,0.16,-30.2,104080496,Auto Parts
SMWB,22.22,0.06,-4.71,505229440,Software—Application
IOSP,0.79,3,3.18,2541305088,Specialty Chemicals
OFIX,102.99,1.75,16.22,472459680,Medical Devices
VVX,53.03,8.01,-4.85,1611037696,Aerospace & Defense
ANGI,0,7.10,-35.75,1002442304,Internet Content & Information
DAR,-1.27,4.98,-7.26,8325430784,Packaged Foods
MQ,22.22,4.63,27.76,3172982016,Software—Infrastructure
RXT,25,2.07,30.54,507343840,Software—Infrastructure
PXLW,10,0.78,-20.12,63522836,Semiconductors
SNCR,0,0.24,1.04,89660248,Software—Infrastructure
ANIK,44.12,9.09,-14.19,272577376,Medical Devices
FLYW,0,8.41,3.91,3848102400,Software—Infrastructure
VRM,5.88,2.28,-32.12,156423680,Auto & Truck Dealerships
EGHT,-7.14,1.94,-29.84,302263904,Software—Application
PRA,100,6.36,7.62,983504064,Insurance—Property & Casualty
LYFT,"1,600",0.33,15.0,4070948608,Software—Application
TDUP,21.74,1.78,20.35,415901184,Internet Retail
DOOR,10.05,1.75,1.48,2051156992,Building Products & Equipment
EDR,-161.29,0.89,-3.89,6044724736,Entertainment
AZTA,533.33,8.72,18.9,2970996992,Medical Instruments & Supplies
CMP,731.25,3.56,-19.39,1150271104,Other Industrial Metals & Mining
DIOD,1.27,0.12,-3.57,3621814784,Semiconductors
ITI,350,15.32,9.37,176950640,Communication Equipment
QDEL,4,7.30,0.92,4878385664,Medical Devices
TOST,-35.71,4.15,9.24,10032405504,Software—Infrastructure
LZ,0,1.09,-27.17,2052814464,Specialty Business Services
PETQ,76.92,14.72,11.75,579609472,Drug Manufacturers—Specialty & Generic
SCPL,-7.41,3.94,14.89,483154368,Electronic Gaming & Multimedia
GRWG,-28.57,0.15,-6.34,178796864,Specialty Retail
CDNA,57.14,24.65,-9.91,379181600,Diagnostics & Research
MRTX,5.88,1.63,35.99,3044526336,Biotechnology
EMKR,0,0.75,-12.31,36499616,Semiconductors
MASI,-27.91,0.18,-6.95,4631091200,Medical Devices
QGEN,2,0.22,-1.0,9241370624,Diagnostics & Research
VCYT,25,7.60,9.29,1624518528,Biotechnology
RPD,63.64,1.28,23.17,2791046400,Software—Infrastructure
AGTI,-6.67,2.41,-42.07,876532928,Health Information Services
NVTA,18.92,0.54,-16.0,163676944,Diagnostics & Research
TWOU,-500,4.96,-25.29,201107408,Education & Training Services
AXON,79.03,7.79,20.18,14876492800,Aerospace & Defense
BL,-246.43,0.50,9.74,3382621696,Software—Application
VUZI,12.50,2.20,-15.58,229848704,Consumer Electronics
PSNL,10.71,0.29,-2.12,58707872,Diagnostics & Research
VTEX,-33.33,5.33,17.93,941003264,Software—Application
LGND,86.84,5.85,0.6,1039929536,Biotechnology
LDI,-35.71,7.54,-6.88,550400000,Mortgage Finance
TWLO,86.21,5.41,9.02,10600777728,Internet Content & Information
NKTR,10,2.13,-35.48,113234880,Biotechnology
SGMO,-5.71,69.39,-15.52,106231776,Biotechnology
ACCO,31.03,1.04,-7.43,544825856,Business Equipment & Supplies
CUTR,-25.45,6.58,-36.08,124544768,Medical Devices
CLDX,0,60,-11.84,1300617216,Biotechnology
DOCS,26.67,1.40,-28.01,4131788544,Health Information Services
SDC,-8.33,1.53,-41.08,161065648,Medical Instruments & Supplies
PODD,58.33,3.26,-24.64,11135768576,Medical Devices
IRBT,15.98,5.39,0.31,1049686016,"Furnishings, Fixtures & Appliances"
STGW,-20,4.04,-9.37,1232527360,Advertising Agencies
IRWD,24,3.79,-15.05,1502559232,Drug Manufacturers—Specialty & Generic
TECH,0,1.11,-5.43,10771396608,Biotechnology
WOW,50,0.46,2.17,640256064,Telecom Services
NVAX,146.77,64.75,1.11,730544960,Biotechnology
SATS,69.57,0.27,-18.64,1404475648,Communication Equipment
NETI,33.33,0.34,-0.7,389562752,Marine Shipping
DISH,6.90,0.13,-21.27,3128413952,Telecom Services
FOXA,23.94,0.37,-9.46,14612208640,Entertainment
WHF,0,0.99,-1.57,296814400,Asset Management
TGLS,14.29,7.84,-9.82,1571315200,Building Materials
EHTH,-10.53,33.88,-22.74,207857120,Insurance Brokers
NRG,2.80,40.39,2.86,8894768128,Utilities—Independent Power Producers
PWFL,-400,6.23,5.41,75006448,Communication Equipment
EVBG,14.81,0.40,-3.72,913854912,Software—Application
OGN,35.05,3.10,-0.8,4436660736,Drug Manufacturers—General
CRNC,73.33,1.37,1.86,821587328,Software—Application
LCII,-4.38,0.59,-2.14,2973591040,Recreational Vehicles
CECO,-11.76,10.72,7.05,555200256,Pollution & Treatment Controls
TDG,14.53,3.99,-1.75,46526611456,Aerospace & Defense
NXST,-8.33,0.69,-19.44,5029792256,Entertainment
DDOG,28.57,1.82,15.82,29604157440,Software—Application
BLUE,6.94,25.96,10.48,325137120,Biotechnology
ZTS,6.82,0.44,5.69,80085950464,Drug Manufacturers—Specialty & Generic
NOVT,11.11,2.52,3.92,5136342528,Scientific & Technical Instruments
ADT,-30.43,2.88,2.55,5527350272,Security & Protection Services
ENR,-18.18,6.51,9.29,2290385920,Electrical Equipment & Parts
PRGO,16.67,0.72,-4.49,4325934080,Drug Manufacturers—Specialty & Generic
LLY,6.57,10.05,10.34,509894819840,Drug Manufacturers—General
NPO,5.78,1.08,5.63,2533355776,Specialty Industrial Machinery
ARMK,9.09,3.96,-0.57,9058435072,Specialty Business Services
VPG,13.73,3.41,-3.93,456825696,Scientific & Technical Instruments
PLTK,0,1.54,-9.72,3529356544,Electronic Gaming & Multimedia
ALE,15.38,40.91,0.35,3030625024,Utilities—Diversified
SEAS,-24.16,0.37,-7.5,2958677248,Leisure
UPS,1.20,3.61,-7.4,133183111168,Integrated Freight & Logistics
HAE,38.16,4.50,-4.56,4542780928,Medical Instruments & Supplies
SQSP,-76.92,1.81,-8.64,3938935040,Software—Infrastructure
RDNT,242.86,3.80,-3.27,1910509568,Diagnostics & Research
PRI,5.28,2.51,-4.23,6939116544,Insurance—Life
MRC,-30.56,4.30,-13.1,861122048,Oil & Gas Equipment & Services
PWSC,0,1.53,0.0,3703935488,Software—Application
JELD,33.33,2.63,-15.47,1138111616,Building Products & Equipment
ADEA,18.18,1.13,-13.34,1140122112,Software—Application
EVCM,137.50,0.07,-1.67,1893072128,Software—Infrastructure
AKYA,-15.91,6.10,-17.42,227575184,Medical Instruments & Supplies
PAY,700,3.18,38.7,2050332416,Software—Infrastructure
DSP,500,1.78,44.52,349578880,Software—Application
TDC,6.67,4.11,-18.26,4497498112,Software—Infrastructure
EVER,6.06,5,-8.12,241238352,Internet Content & Information
RNG,10.67,0.61,-17.17,2805504512,Software—Application
FORG,-25,4.59,12.51,1950605440,Software—Infrastructure
FIVN,33.33,4.10,-10.56,4643251200,Software—Infrastructure
MED,92.36,16.85,-14.29,815071552,Personal Services
